Date,Minf2,Pip2,Msup2,Trend2,Tail2,Minf1,Pip1,Psup1,Trend1,Tail1,Out,High1,Low1,High2,Low2,Open1,Close1,slTmp,tpTmp
2021.08.09,13,206,122,down,341,105,155,71,down,331,pert,117429,117098,117690,117349,117358,117203,260,71
2021.08.10,105,155,71,down,331,123,204,152,up,479,gain,117540,117061,117429,117098,117184,117388,123,356
2021.08.11,123,204,152,Up,479,59,84,102,down,245,gain,117482,117237,117540,117061,117380,117296,102,143
2021.08.12,59,84,102,down,245,9,672,86,up,767,gain,118048,117281,117482,117237,117290,117962,9,758
2021.08.13,9,672,86,Up,767,93,173,66,down,332,gain,118007,117675,118048,117281,117941,117768,66,266
2021.08.16,93,173,66,down,332,0,681,83,down,764,pert,117845,117081,118007,117675,117762,117081,681,83
2021.08.17,0,681,83,down,764,151,20,317,up,488,gain,117425,116937,117845,117081,117088,117108,151,337
2021.08.18,151,20,317,Up,488,99,331,89,down,519,gain,117176,116657,117425,116937,117087,116756,89,430
2021.08.19,99,331,89,down,519,112,244,49,up,405,gain,117045,116640,117176,116657,116752,116996,112,293
2021.08.20,112,244,49,Up,405,0,560,46,up,606,pert,117503,116897,117045,116640,116897,117457,606,0
2021.08.23,0,560,46,Up,606,176,106,95,up,377,pert,117650,117273,117503,116897,117449,117555,201,176
2021.08.24,176,106,95,Up,377,277,179,27,up,483,pert,117743,117260,117650,117273,117537,117716,206,277
2021.08.25,277,179,27,Up,483,56,191,84,down,331,gain,117790,117459,117743,117260,117706,117515,84,247
2021.08.26,56,191,84,down,331,165,441,71,up,677,gain,118026,117349,117790,117459,117514,117955,165,512
2021.08.27,165,441,71,Up,677,97,36,137,up,270,pert,118099,117829,118026,117349,117926,117962,173,97
2021.08.30,97,36,137,Up,270,22,122,367,up,511,pert,118450,117939,118099,117829,117961,118083,489,22
2021.08.31,22,122,367,Up,511,142,306,188,up,636,pert,118572,117936,118450,117939,118078,118384,494,142
2021.09.01,142,306,188,Up,636,30,370,15,up,415,pert,118759,118344,118572,117936,118374,118744,385,30
2021.09.02,30,370,15,Up,415,82,33,319,up,434,pert,119091,118657,118759,118344,118739,118772,352,82
2021.09.03,82,33,319,Up,434,144,67,94,down,305,gain,118862,118557,119091,118657,118768,118701,94,211
2021.09.06,144,67,94,down,305,29,273,177,down,479,pert,118852,118373,118862,118557,118675,118402,302,177
2021.09.07,29,273,177,down,479,128,206,156,down,490,pert,118512,118022,118852,118373,118356,118150,334,156
2021.09.08,128,206,156,down,490,72,119,169,up,360,gain,118413,118053,118512,118022,118125,118244,72,288
2021.09.09,72,119,169,Up,360,16,122,281,down,419,gain,118510,118091,118413,118053,118229,118107,281,138
2021.09.10,16,122,281,down,419,401,40,28,down,469,pert,118171,117702,118510,118091,118143,118103,441,28
2021.09.13,401,40,28,down,469,24,67,368,down,459,pert,118460,118001,118171,117702,118092,118025,91,368
2021.09.14,24,67,368,down,459,22,152,154,up,328,gain,118319,117991,118460,118001,118013,118165,22,306
2021.09.15,22,152,154,Up,328,146,501,53,down,700,gain,118206,117506,118319,117991,118153,117652,53,647
2021.09.16,146,501,53,down,700,8,425,213,down,646,pert,117888,117242,118206,117506,117675,117250,433,213
2021.09.17,8,425,213,down,646,253,15,91,down,359,pert,117363,117004,117888,117242,117272,117257,268,91
2021.09.20,253,15,91,down,359,99,4,234,up,337,gain,117486,117149,117363,117004,117248,117252,99,238
2021.09.21,99,4,234,Up,337,23,374,315,down,712,gain,117555,116843,117486,117149,117240,116866,315,397
2021.09.22,23,374,315,down,712,25,521,120,up,666,gain,117501,116835,117555,116843,116860,117381,25,641
2021.09.23,25,521,120,Up,666,199,173,97,down,469,gain,117476,117007,117501,116835,117379,117206,97,372
2021.09.24,199,173,97,down,469,104,303,0,down,407,pert,117255,116848,117476,117007,117255,116952,407,0
2021.09.27,104,303,0,down,407,144,114,92,down,350,pert,117032,116682,117255,116848,116940,116826,258,92
2021.09.28,144,114,92,down,350,75,856,76,down,1007,pert,116901,115894,117032,116682,116825,115969,931,76
2021.09.29,75,856,76,down,1007,143,194,134,down,471,pert,116097,115626,116901,115894,115963,115769,337,134
2021.09.30,143,194,134,down,471,110,187,148,up,445,gain,116075,115630,116097,115626,115740,115927,110,335
2021.10.01,110,187,148,Up,445,46,271,207,up,524,pert,116400,115876,116075,115630,115922,116193,478,46
2021.10.04,46,271,207,Up,524,166,212,32,down,410,gain,116216,115806,116400,115876,116184,115972,32,378
2021.10.05,166,212,32,down,410,264,403,60,down,727,pert,116019,115292,116216,115806,115959,115556,667,60
2021.10.06,264,403,60,down,727,53,11,185,down,249,pert,115723,115474,116019,115292,115538,115527,64,185
2021.10.07,53,11,185,down,249,112,210,125,up,447,gain,115861,115414,115723,115474,115526,115736,112,335
2021.10.08,112,210,125,Up,447,30,142,208,down,380,gain,115867,115487,115861,115414,115659,115517,208,172
2021.10.11,30,142,208,down,380,53,227,180,down,460,pert,115702,115242,115867,115487,115522,115295,280,180
2021.10.12,53,227,180,down,460,44,646,33,up,723,gain,115973,115250,115702,115242,115294,115940,44,679
2021.10.13,44,646,33,Up,723,65,56,286,up,407,pert,116245,115838,115973,115250,115903,115959,342,65
2021.10.14,65,56,286,Up,407,67,34,205,up,306,pert,116186,115880,116245,115838,115947,115981,239,67
2021.10.15,67,34,205,Up,306,259,121,127,up,507,pert,116224,115717,116186,115880,115976,116097,248,259
2021.10.18,259,121,127,Up,507,14,237,367,up,618,pert,116692,116074,116224,115717,116088,116325,604,14
2021.10.19,14,237,367,Up,618,134,201,81,up,416,pert,116586,116170,116692,116074,116304,116505,282,134
2021.10.20,134,201,81,Up,416,48,238,197,down,483,gain,116675,116192,116586,116170,116478,116240,197,286
2021.10.21,48,238,197,down,483,3,240,117,up,360,gain,116554,116194,116675,116192,116197,116437,3,357
2021.10.22,3,240,117,Up,360,174,299,270,down,743,gain,116650,115907,116554,116194,116380,116081,270,473
2021.10.25,174,299,270,down,743,107,119,181,down,407,pert,116257,115850,116650,115907,116076,115957,226,181
2021.10.26,107,119,181,down,407,107,71,231,up,409,gain,116257,115848,116257,115850,115955,116026,107,302
2021.10.27,107,71,231,Up,409,199,778,119,up,1096,pert,116920,115824,116257,115848,116023,116801,897,199
2021.10.28,199,778,119,Up,1096,267,1161,120,down,1548,gain,116901,115353,116920,115824,116781,115620,120,1428
2021.10.29,267,1161,120,down,1548,166,415,49,up,630,gain,116090,115460,116901,115353,115626,116041,166,464
2021.11.01,166,415,49,Up,630,33,248,104,down,385,gain,116132,115747,116090,115460,116028,115780,104,281
2021.11.02,33,248,104,down,385,149,361,30,up,540,gain,116161,115621,116132,115747,115770,116131,149,391
2021.11.03,149,361,30,Up,540,255,571,52,down,878,gain,116162,115284,116161,115621,116110,115539,52,826
2021.11.04,255,571,52,down,878,403,128,65,up,596,gain,115730,115134,116162,115284,115537,115665,403,193
2021.11.05,403,128,65,Up,596,94,267,86,up,447,pert,115950,115503,115730,115134,115597,115864,353,94
2021.11.08,94,267,86,Up,447,143,89,157,up,389,pert,116086,115697,115950,115503,115840,115929,246,143
2021.11.09,143,89,157,Up,389,27,1125,45,down,1197,gain,115953,114756,116086,115697,115908,114783,45,1152
2021.11.10,27,1125,45,down,1197,66,279,102,down,447,pert,114876,114429,115953,114756,114774,114495,345,102
2021.11.11,66,279,102,down,447,99,57,139,down,295,pert,114623,114328,114876,114429,114484,114427,156,139
2021.11.12,99,57,139,down,295,110,784,185,down,1079,pert,114641,113562,114623,114328,114456,113672,894,185
2021.11.15,110,784,185,down,1079,106,472,189,down,767,pert,113855,113088,114641,113562,113666,113194,578,189
2021.11.16,106,472,189,down,767,552,3,137,up,692,gain,113324,112632,113855,113088,113184,113187,552,140
2021.11.17,552,3,137,Up,692,39,527,37,up,603,pert,113741,113138,113324,112632,113177,113704,564,39
2021.11.18,39,527,37,Up,603,331,857,38,down,1226,gain,113724,112498,113741,113138,113686,112829,38,1188
2021.11.19,331,857,38,down,1226,57,520,17,down,594,pert,112901,112307,113724,112498,112884,112364,577,17
2021.11.22,57,520,17,down,594,102,112,276,up,490,gain,112750,112260,112901,112307,112362,112474,102,388
2021.11.23,102,112,276,Up,490,121,479,93,down,693,gain,112554,111861,112750,112260,112461,111982,93,600
2021.11.24,121,479,93,down,693,6,123,216,up,345,gain,112299,111954,112554,111861,111960,112083,6,339
2021.11.25,6,123,216,Up,345,16,1155,88,up,1259,pert,113303,112044,112299,111954,112060,113215,1243,16
2021.11.26,16,1155,88,Up,1259,318,100,110,down,528,gain,113112,112584,113303,112044,113002,112902,110,418
2021.11.29,318,100,110,down,528,529,497,450,up,1476,gain,113830,112354,113112,112584,112883,113380,529,947
2021.11.30,529,497,450,Up,1476,168,157,247,down,572,gain,113597,113025,113830,112354,113350,113193,247,325
2021.12.01,168,157,247,down,572,54,170,302,down,526,pert,113478,112952,113597,113025,113176,113006,224,302
2021.12.02,54,170,302,down,526,330,87,252,up,669,gain,113335,112666,113478,112952,112996,113083,330,339
2021.12.03,330,87,252,Up,669,182,148,109,down,439,gain,113104,112665,113335,112666,112995,112847,109,330
2021.12.06,182,148,109,down,439,397,150,162,down,709,pert,112983,112274,113104,112665,112821,112671,547,162
2021.12.07,397,150,162,down,709,25,759,132,up,916,gain,113549,112633,112983,112274,112658,113417,25,891
2021.12.08,25,759,132,Up,916,140,494,31,down,665,gain,113449,112784,113549,112633,113418,112924,31,634
2021.12.09,140,494,31,down,665,270,243,81,up,594,gain,113243,112649,113449,112784,112919,113162,270,324
2021.12.10,270,243,81,Up,594,243,235,113,down,591,gain,113190,112599,113243,112649,113077,112842,113,478
2021.12.13,243,235,113,down,591,46,224,430,down,700,pert,113237,112537,113190,112599,112807,112583,270,430
2021.12.14,46,224,430,down,700,358,344,73,up,775,gain,112992,112217,113237,112537,112575,112919,358,417
2021.12.15,358,344,73,Up,775,94,391,306,up,791,pert,113602,112811,112992,112217,112905,113296,697,94
2021.12.16,94,391,306,Up,791,28,924,193,down,1145,gain,113489,112344,113602,112811,113296,112372,193,952
2021.12.17,28,924,193,down,1145,15,413,271,up,699,gain,113040,112341,113489,112344,112356,112769,15,684
2021.12.20,15,413,271,Up,699,134,79,205,up,418,pert,113027,112609,113040,112341,112743,112822,284,134
2021.12.21,134,79,205,Up,418,178,438,165,up,781,pert,113423,112642,113027,112609,112820,113258,603,178
2021.12.22,178,438,165,Up,781,344,17,159,up,520,pert,113422,112902,113423,112642,113246,113263,176,344
2021.12.23,344,17,159,Up,520,153,63,175,down,391,gain,113435,113044,113422,112902,113260,113197,175,216
2021.12.24,153,63,175,down,391,0,241,78,up,319,gain,113342,113023,113435,113044,113023,113264,0,319
2021.12.27,0,241,78,Up,319,185,181,70,down,436,gain,113330,112894,113342,113023,113260,113079,70,366
2021.12.28,185,181,70,down,436,347,398,210,up,955,gain,113687,112732,113330,112894,113079,113477,347,608
2021.12.30,268,189,154,down,611,211,511,106,up,828,gain,113861,113033,113599,112988,113244,113755,211,617
2021.12.31,211,511,106,Up,828,176,722,85,down,983,gain,113778,112795,113861,113033,113693,112971,85,898
2022.01.03,176,722,85,down,983,139,99,265,down,503,pert,113226,112723,113778,112795,112961,112862,238,265
2022.01.04,139,99,265,down,503,87,283,331,up,701,gain,113466,112765,113226,112723,112852,113135,87,614
2022.01.05,87,283,331,Up,701,130,135,205,down,470,gain,113316,112846,113466,112765,113111,112976,205,265
2022.01.06,130,135,205,down,470,59,630,57,up,746,gain,113647,112901,113316,112846,112960,113590,59,687
2022.01.07,59,630,57,Up,746,399,298,49,down,746,gain,113599,112853,113647,112901,113550,113252,49,697
2022.01.10,399,298,49,down,746,99,436,87,up,622,gain,113753,113131,113599,112853,113230,113666,99,523
2022.01.11,99,436,87,Up,622,110,756,117,up,983,pert,114528,113545,113753,113131,113655,114411,873,110
2022.01.12,110,756,117,Up,983,45,137,278,up,460,pert,114817,114357,114528,113545,114402,114539,415,45
2022.01.13,45,137,278,Up,460,164,380,298,down,842,gain,114829,113987,114817,114357,114531,114151,298,544
2022.01.14,164,380,298,down,842,147,55,225,down,427,pert,114342,113915,114829,113987,114117,114062,202,225
2022.01.17,147,55,225,down,427,111,804,154,down,1069,pert,114216,113147,114342,113915,114062,113258,915,154
2022.01.18,111,804,154,down,1069,86,171,149,up,406,gain,113569,113163,114216,113147,113249,113420,86,320
2022.01.19,86,171,149,Up,406,77,285,296,down,658,gain,113689,113031,113569,113163,113393,113108,296,362
2022.01.20,77,285,296,down,658,82,329,176,up,587,gain,113597,113010,113689,113031,113092,113421,82,505
2022.01.21,82,329,176,Up,587,348,117,76,down,541,gain,113447,112906,113597,113010,113371,113254,76,465
2022.01.24,348,117,76,down,541,374,220,54,down,648,pert,113280,112632,113447,112906,113226,113006,594,54
2022.01.25,374,220,54,down,648,51,586,117,down,754,pert,113108,112354,113280,112632,112991,112405,637,117
2022.01.26,51,586,117,down,754,131,960,27,down,1118,pert,112431,111313,113108,112354,112404,111444,1091,27
2022.01.27,131,960,27,down,1118,214,41,268,up,523,gain,111737,111214,112431,111313,111428,111469,214,309
2022.01.28,214,41,268,Up,523,28,927,144,up,1099,pert,112477,111378,111737,111214,111406,112333,1071,28
2022.01.31,28,927,144,Up,1099,107,403,68,up,578,pert,112786,112208,112477,111378,112315,112718,471,107
2022.02.01,107,403,68,Up,578,48,320,266,up,634,pert,113301,112667,112786,112208,112715,113035,586,48
2022.02.02,48,320,266,Up,634,353,1374,121,up,1848,pert,114513,112665,113301,112667,113018,114392,1495,353
2022.02.03,353,1374,121,Up,1848,273,125,322,up,720,pert,114836,114116,114513,112665,114389,114514,447,273
2022.02.04,273,125,322,Up,720,268,154,41,down,463,gain,114614,114151,114836,114116,114573,114419,41,422
2022.02.07,268,154,41,down,463,205,248,75,down,528,pert,114486,113958,114614,114151,114411,114163,453,75
2022.02.08,205,248,75,down,528,102,106,246,up,454,gain,114479,114025,114486,113958,114127,114233,102,352
2022.02.09,102,106,246,Up,454,462,65,675,up,1202,pert,114950,113748,114479,114025,114210,114275,740,462
2022.02.10,462,65,675,Up,1202,180,786,28,down,994,gain,114291,113297,114950,113748,114263,113477,28,966
2022.02.11,180,786,28,down,994,258,318,312,down,888,pert,113688,112800,114291,113297,113376,113058,576,312
2022.02.14,258,318,312,down,888,42,550,101,up,693,gain,113683,112990,113688,112800,113032,113582,42,651
2022.02.15,42,550,101,Up,693,120,154,233,up,507,pert,113955,113448,113683,112990,113568,113722,387,120
2022.02.16,120,154,233,Up,507,379,105,144,down,628,gain,113857,113229,113955,113448,113713,113608,144,484
2022.02.17,379,105,144,down,628,88,353,189,down,630,pert,113769,113139,113857,113229,113580,113227,441,189
2022.02.18,88,353,189,down,630,29,52,762,down,843,pert,113907,113064,113769,113139,113145,113093,81,762
2022.02.21,29,52,762,down,843,192,171,429,up,792,gain,113670,112878,113907,113064,113070,113241,192,600
2022.02.22,192,171,429,Up,792,39,195,342,down,576,gain,113588,113012,113670,112878,113246,113051,342,234
2022.02.23,39,195,342,down,576,856,1104,63,down,2023,pert,113086,111063,113588,113012,113023,111919,1960,63
2022.02.24,856,1104,63,down,2023,249,808,19,up,1076,gain,112735,111659,113086,111063,111908,112716,249,827
2022.02.25,249,808,19,Up,1076,50,883,286,up,1219,pert,112464,111245,112735,111659,111295,112178,1169,50
2022.02.28,50,883,286,Up,1219,332,948,154,down,1434,gain,112331,110897,112464,111245,112177,111229,154,1280
2022.03.01,332,948,154,down,1434,610,64,186,down,860,pert,111434,110574,112331,110897,111248,111184,674,186
2022.03.02,610,64,186,down,860,327,501,45,down,873,pert,111205,110332,111434,110574,111160,110659,828,45
2022.03.03,327,501,45,down,873,453,1346,28,down,1827,pert,110679,108852,111205,110332,110651,109305,1799,28
2022.03.04,453,1346,28,down,1827,473,722,69,down,1264,pert,109324,108060,110679,108852,109255,108533,1195,69
2022.03.07,473,722,69,down,1264,40,503,569,up,1112,gain,109583,108471,109324,108060,108511,109014,40,1072
2022.03.08,40,503,569,Up,1112,64,1790,211,up,2065,pert,110961,108896,109583,108471,108960,110750,2001,64
2022.03.09,64,1790,211,Up,2065,101,870,484,down,1455,gain,111213,109758,110961,108896,110729,109859,484,971
2022.03.10,101,870,484,down,1455,116,708,589,down,1413,pert,110434,109021,111213,109758,109845,109137,824,589
2022.03.11,116,708,589,down,1413,151,292,491,up,934,gain,109938,109004,110434,109021,109155,109447,151,783
2022.03.14,151,292,491,Up,934,156,73,711,up,940,pert,110200,109260,109938,109004,109416,109489,784,156
2022.03.15,156,73,711,Up,940,0,819,160,up,979,pert,110470,109491,110200,109260,109491,110310,979,0
2022.03.16,0,819,160,Up,979,234,596,475,up,1305,pert,111376,110071,110470,109491,110305,110901,1071,234
2022.03.17,234,596,475,Up,1305,472,387,296,down,1155,gain,111186,110031,111376,110071,110890,110503,296,859
2022.03.18,472,387,296,down,1155,86,316,198,down,600,pert,110702,110102,111186,110031,110504,110188,402,198
2022.03.21,86,316,198,down,600,566,118,164,up,848,gain,110458,109610,110702,110102,110176,110294,566,282
2022.03.22,566,118,164,Up,848,425,213,148,down,786,gain,110427,109641,110458,109610,110279,110066,148,638
2022.03.23,425,213,148,down,786,324,70,83,down,477,pert,110135,109658,110427,109641,110052,109982,394,83
2022.03.24,324,70,83,down,477,45,105,421,down,571,pert,110380,109809,110135,109658,109959,109854,150,421
2022.03.25,45,105,421,down,571,395,17,138,up,550,gain,109997,109447,110380,109809,109842,109859,395,155
2022.03.28,395,17,138,Up,550,144,1024,513,up,1681,pert,111371,109690,109997,109447,109834,110858,1537,144
2022.03.29,144,1024,513,Up,1681,59,724,135,up,918,pert,111710,110792,111371,109690,110851,111575,859,59
2022.03.30,59,724,135,Up,918,52,914,269,down,1235,gain,111848,110613,111710,110792,111579,110665,269,966
2022.03.31,52,914,269,down,1235,164,209,101,down,474,pert,110757,110283,111848,110613,110656,110447,373,101
2022.04.01,164,209,101,down,474,107,621,207,down,935,pert,110543,109608,110757,110283,110336,109715,728,207
2022.04.04,107,621,207,down,935,41,647,198,down,886,pert,109886,109000,110543,109608,109688,109041,688,198
2022.04.05,41,647,198,down,886,215,73,352,down,640,pert,109381,108741,109886,109000,109029,108956,288,352
2022.04.06,215,73,352,down,640,128,179,426,down,733,pert,109382,108649,109381,108741,108956,108777,307,426
2022.04.07,128,179,426,down,733,383,17,157,down,557,pert,108921,108364,109382,108649,108764,108747,400,157
2022.04.08,383,17,157,down,557,100,330,174,down,604,pert,109333,108729,108921,108364,109159,108829,430,174
2022.04.11,100,330,174,down,604,53,556,210,down,819,pert,109035,108216,109333,108729,108825,108269,609,210
2022.04.12,53,556,210,down,819,166,646,40,up,852,gain,108942,108090,109035,108216,108256,108902,166,686
2022.04.13,166,646,40,Up,852,710,611,336,down,1657,gain,109233,107576,108942,108090,108897,108286,336,1321
2022.04.14,710,611,336,down,1657,152,165,25,down,342,pert,108303,107961,109233,107576,108278,108113,317,25
2022.04.15,152,165,25,down,342,108,184,219,down,511,pert,108213,107702,108303,107961,107994,107810,292,219
2022.04.18,108,184,219,down,511,193,72,264,up,529,gain,108141,107612,108213,107702,107805,107877,193,336
2022.04.19,193,72,264,Up,529,49,663,128,up,840,pert,108667,107827,108141,107612,107876,108539,791,49
2022.04.20,49,663,128,Up,840,97,160,868,down,1125,gain,109364,108239,108667,107827,108496,108336,868,257
2022.04.21,97,160,868,down,1125,302,359,151,down,812,pert,108519,107707,109364,108239,108368,108009,661,151
2022.04.22,302,359,151,down,812,160,946,74,down,1180,pert,108145,106965,108519,107707,108071,107125,1106,74
2022.04.25,160,946,74,down,1180,19,734,282,down,1035,pert,107388,106353,108145,106965,107106,106372,753,282
2022.04.26,19,734,282,down,1035,429,790,184,down,1403,pert,106547,105144,107388,106353,106363,105573,1219,184
2022.04.27,429,790,184,down,1403,274,588,75,down,937,pert,105646,104709,106547,105144,105571,104983,862,75
2022.04.28,274,588,75,down,937,70,484,467,up,1021,gain,105927,104906,105646,104709,104976,105460,70,951
2022.04.29,70,484,467,Up,1021,170,349,260,down,779,gain,105681,104902,105927,104906,105421,105072,260,519
2022.05.02,170,349,260,down,779,148,132,573,up,853,gain,105775,104922,105681,104902,105070,105202,148,705
2022.05.03,148,132,573,Up,853,126,1033,87,up,1246,pert,106306,105060,105775,104922,105186,106219,1120,126
2022.05.04,126,1033,87,Up,1246,482,786,223,down,1491,gain,106419,104928,106306,105060,106196,105410,223,1268
2022.05.05,482,786,223,down,1491,585,26,548,up,1159,gain,105987,104828,106419,104928,105413,105439,585,574
2022.05.06,585,26,548,Up,1159,433,183,355,up,971,pert,105925,104954,105987,104828,105387,105570,538,433
2022.05.09,433,183,355,Up,971,24,289,281,down,594,gain,105851,105257,105925,104954,105570,105281,281,313
2022.05.10,24,289,281,down,594,75,189,489,down,753,pert,105770,105017,105851,105257,105281,105092,264,489
2022.05.11,75,189,489,down,753,239,1313,199,down,1751,pert,105291,103540,105770,105017,105092,103779,1552,199
2022.05.12,239,1313,199,down,1751,285,298,119,up,702,gain,104196,103494,105291,103540,103779,104077,285,417
2022.05.13,285,298,119,Up,702,72,352,119,up,543,pert,104430,103887,104196,103494,103959,104311,471,72
2022.05.16,72,352,119,Up,543,34,1155,95,up,1284,pert,105560,104276,104430,103887,104310,105465,1250,34
2022.05.17,34,1155,95,Up,1284,10,856,174,down,1040,gain,105639,104599,105560,104276,105465,104609,174,866
2022.05.18,10,856,174,down,1040,19,1245,219,up,1483,gain,106073,104590,105639,104599,104609,105854,19,1464
2022.05.19,19,1245,219,Up,1483,254,234,174,down,662,gain,105990,105328,106073,104590,105816,105582,174,488
2022.05.20,254,234,174,down,662,40,1280,94,up,1414,gain,106975,105561,105990,105328,105601,106881,40,1374
2022.05.23,40,1280,94,Up,1414,267,455,156,up,878,pert,107489,106611,106975,105561,106878,107333,611,267
2022.05.24,267,455,156,Up,878,372,539,53,down,964,gain,107382,106418,107489,106611,107329,106790,53,911
2022.05.25,372,539,53,down,964,148,464,71,up,683,gain,107310,106627,107382,106418,106775,107239,148,535
2022.05.26,148,464,71,Up,683,265,70,342,up,677,pert,107651,106974,107310,106627,107239,107309,412,265
2022.05.27,265,70,342,Up,677,83,454,89,up,626,pert,107869,107243,107651,106974,107326,107780,543,83
2022.05.30,83,454,89,Up,626,535,430,32,down,997,gain,107788,106791,107869,107243,107756,107326,32,965
2022.05.31,535,430,32,down,997,212,836,70,down,1118,pert,107390,106272,107788,106791,107320,106484,1048,70
2022.06.01,212,836,70,down,1118,48,1010,36,up,1094,gain,107499,106405,107390,106272,106453,107463,48,1046
2022.06.02,48,1010,36,Up,1094,126,278,195,down,599,gain,107638,107039,107499,106405,107443,107165,195,404
2022.06.03,126,278,195,down,599,114,191,370,down,675,pert,107516,106841,107638,107039,107146,106955,305,370
2022.06.06,114,191,370,down,675,427,99,94,up,620,gain,107143,106523,107516,106841,106950,107049,427,193
2022.06.07,427,99,94,Up,620,321,121,328,up,770,pert,107485,106715,107143,106523,107036,107157,449,321
2022.06.08,321,121,328,Up,770,52,995,585,down,1632,gain,107739,106107,107485,106715,107154,106159,585,1047
2022.06.09,52,995,585,down,1632,147,935,282,down,1364,pert,106424,105060,107739,106107,106142,105207,1082,282
2022.06.10,147,935,282,down,1364,80,1061,58,down,1199,pert,105195,103996,106424,105060,105137,104076,1141,58
2022.06.13,80,1061,58,down,1199,109,73,697,up,879,gain,104848,103969,105195,103996,104078,104151,109,770
2022.06.14,109,73,697,Up,879,549,290,646,up,1485,pert,105076,103591,104848,103969,104140,104430,936,549
2022.06.15,549,290,646,Up,1485,601,1071,526,up,2198,pert,106009,103811,105076,103591,104412,105483,1597,601
2022.06.16,601,1071,526,Up,2198,515,492,148,down,1155,gain,105602,104447,106009,103811,105454,104962,148,1007
2022.06.17,515,492,148,down,1155,20,357,353,up,730,gain,105457,104727,105602,104447,104747,105104,20,710
2022.06.20,20,357,353,Up,730,51,214,506,up,771,pert,105824,105053,105457,104727,105104,105318,720,51
2022.06.21,51,214,506,Up,771,608,379,376,up,1363,pert,106054,104691,105824,105053,105299,105678,755,608
2022.06.22,608,379,376,Up,1363,388,416,181,down,985,gain,105812,104827,106054,104691,105631,105215,181,804
2022.06.23,388,416,181,down,985,106,309,177,up,592,gain,105711,105119,105812,104827,105225,105534,106,486
2022.06.24,106,309,177,Up,592,0,373,320,up,693,pert,106149,105456,105711,105119,105456,105829,693,0
2022.06.27,0,373,320,Up,693,147,637,241,down,1025,gain,106058,105033,106149,105456,105817,105180,241,784
2022.06.29,59,759,183,down,1001,571,433,64,up,1068,gain,104891,103823,105353,104352,104394,104827,571,497
2022.06.30,571,433,64,Up,1068,604,565,28,down,1197,gain,104854,103657,104891,103823,104826,104261,28,1169
2022.07.01,604,565,28,down,1197,0,75,406,up,481,gain,104627,104146,104854,103657,104146,104221,0,481
2022.07.04,0,75,406,Up,481,307,1542,290,down,2139,gain,104488,102349,104627,104146,104198,102656,290,1849
2022.07.05,307,1542,290,down,2139,192,831,128,down,1151,pert,102769,101618,104488,102349,102641,101810,1023,128
2022.07.06,192,831,128,down,1151,146,210,416,down,772,pert,102213,101441,102769,101618,101797,101587,356,416
2022.07.07,146,210,416,down,772,847,267,81,up,1195,gain,101912,100717,102213,101441,101564,101831,847,348
2022.07.08,847,267,81,Up,1195,59,1300,135,down,1494,gain,101831,100337,101912,100717,101696,100396,135,1359
2022.07.11,59,1300,135,down,1494,369,31,343,down,743,pert,100739,99996,101831,100337,100396,100365,400,343
2022.07.12,369,31,343,down,743,369,228,648,up,1245,gain,101222,99977,100739,99996,100346,100574,369,876
2022.07.13,369,228,648,Up,1245,656,373,47,down,1076,gain,100598,99522,101222,99977,100551,100178,47,1029
2022.07.14,656,373,47,down,1076,84,700,127,up,911,gain,100981,100070,100598,99522,100154,100854,84,827
2022.07.15,84,700,127,Up,911,82,602,596,up,1280,pert,102014,100734,100981,100070,100816,101418,1198,82
2022.07.18,82,602,596,Up,1280,215,839,447,up,1501,pert,102694,101193,102014,100734,101408,102247,1286,215
2022.07.19,215,839,447,Up,1501,251,442,484,down,1177,gain,102729,101552,102694,101193,102245,101803,484,693
2022.07.20,251,442,484,down,1177,231,534,483,up,1248,gain,102783,101535,102729,101552,101766,102300,231,1017
2022.07.21,231,534,483,Up,1248,810,173,271,down,1254,gain,102553,101299,102783,101535,102282,102109,271,983
2022.07.22,810,173,271,down,1254,331,72,392,up,795,gain,102580,101785,102553,101299,102116,102188,331,464
2022.07.25,331,72,392,Up,795,78,1030,317,down,1425,gain,102502,101077,102580,101785,102185,101155,317,1108
2022.07.26,78,1030,317,down,1425,170,841,235,up,1246,gain,102210,100964,102502,101077,101134,101975,170,1076
2022.07.27,170,841,235,Up,1246,821,40,341,down,1202,gain,102344,101142,102210,100964,102003,101963,341,861
2022.07.28,821,40,341,down,1202,495,302,284,up,1081,gain,102542,101461,102344,101142,101956,102258,495,586
2022.07.29,495,302,284,Up,1081,23,542,135,up,700,pert,102752,102052,102542,101461,102075,102617,677,23
2022.08.01,23,542,135,Up,700,25,948,333,down,1306,gain,102936,101630,102752,102052,102603,101655,333,973
2022.08.02,25,948,333,down,1306,424,8,443,up,875,gain,102104,101229,102936,101630,101653,101661,424,451
2022.08.03,424,8,443,Up,875,133,775,92,up,1000,pert,102539,101539,102104,101229,101672,102447,867,133
2022.08.04,133,775,92,Up,1000,360,661,81,down,1102,gain,102518,101416,102539,101539,102437,101776,81,1021
2022.08.05,360,661,81,down,1102,117,232,276,up,625,gain,102219,101594,102518,101416,101711,101943,117,508
2022.08.08,117,232,276,Up,625,61,181,349,up,591,pert,102475,101884,102219,101594,101945,102126,530,61
2022.08.09,61,181,349,Up,591,101,866,700,up,1667,pert,103688,102021,102475,101884,102122,102988,1566,101
